id,content_anonymized,3.5 Flash,3.1 Pro,GPT5.5_Medium
12379,mà thầy chuyển ctác r mà ta,1,1,1.0
12380,[NAME] phải hết học kỳ chớ m,1,1,1.0
12381,[NAME] k lẽ thầy nhân,1,1,1.0
12383,"[NAME] nếu là thầy thì tội thầy vl
dậy bnhiu năm tới lúc hết dậy bị phốt",0,0,0.0
12384,[NAME] chủ thớt mà nói kĩ hơn là giọng bắc hay giọng nam thì dễ hơn,1,1,1.0
12385,[NAME] thầy nhân nói giọng nam mà m bố bình nói giọng trung hay s á,1,1,1.0
12386,[NAME] canh thi nha m,1,1,1.0
12387,mà t nghĩ thầy nhân 🙃,1,1,1.0
12389,Liên quan gì duma :))),2,2,1.0
12392,"TRÀ HOA THẢO DƯỢC GIẢM CÂN LEE DETOX
Giảm cân an toàn hiệu quả - Không tác dụng phụ  ĐẸP DÁNG - ĐẸP DA.
✔️ Tuyển npp, đại lí, chi nhánh, sỉ trên toàn quốc. INBOX FB: QUỲNH TRANG ( Lee Detox) or call : 01634046569
✔️ Đây là cmt tương tác, sr vì đã làm phiền
😹 👄",2,2,1.0
12393,"Hồi đó đi thi bỏ quên thẻ sv ở nhà mà lúc đó rối quá kêu nhà em xa lắm 50m lận. [NAME], nói dứt câu cái đắp lạo 50km liền rồi thầy bảo lấy cm đối chiếu tên thôi. Thầy cô xưng mày tao, bọn bây, cái thằng này cái con này thấy cũng bình thường mà. Thân thiết hơn rồi nghe nó bình thường lắm. [NAME] là được",1,1,1.0
12395,[NAME] đúng như t dự đoán. Bữa nói m nè haha,2,2,1.0
12396,Tính ra h mới tháng 10 mà ta :v,1,1,1.0
12397,Nghỉ tết cũng như ko nghỉ :)),2,2,1.0
12398,[NAME] có cần coi lịch nghỉ ko m kkk,1,1,1.0
12399,Ai thi lại lên 18/2 còn k nghỉ 10 ng nữa 😎,1,1,1.0
12400,mới tháng 10 😋 ơ mà hình như t ko còn học nữa 🤔,1,1,1.0
12401,yêu trường quá đi ❤ 😘 😘,2,2,1.0
12402,Năm nay báo nghỉ sớm hơn mọi năm nhỉ 😆😆😆,1,1,1.0
12403,Hứa Thị Tuyết Nhung Chinh Chinh Hoàng Mai Thanh Thuý Oanh Ly Ly,1,1,1.0
12404,[NAME],1,1,1.0
12405,"vậy nên việc tình cảm là duyên phận, việc gặp nhau là duyên đến với nhau là phận, việc tình cảm phải cố gắng từ 2 phía cùng nhau",1,1,1.0
12406,Đọc xong bài nuốt mẹ cái lưỡi =)),1,1,1.0
12407,Bạch Thi thích đọc văn k,1,1,1.0
12408,Đề văn: tóm tắt nội dung bài đăng trong 1 dòng (ngắn gọn dễ đọc),1,1,1.0
12409,ĐK cái ad nói ngắn gọn,1,1,1.0
12410,[NAME] nhớ nha bạn,1,1,1.0
12412,[NAME] nhắc nhở khi bạn đi thực tập nhớ siêng nt nha bạn 😘😘,1,1,1.0
12413,"Thằng bạn t bị 1 lần r, gái nhìn :)) hên còn có quần xilip nha. Bởi v h chả sợ gì chỉ sợ gái lên đột ngột :)))",2,2,1.0
12415,":v hãy qua phòng cầm ghế lên và chỉ thẳng vào mặt nó rằng : m có câm mồm k thì bảo, m sống gì mà con chó ns còn biết nghe, m éo biết nghe khác éo gì m ko bằng 1 con chó cho nên, chửi nó nặng vào, nhịn hoài k tốt cho sức khỏe đâu, chửi ầm cả ktx cũng dc, ko thì mướn ah chửi hộ cũng dc giá cả sv :v",0,0,0.0
12416,[NAME] :v chửi cho vui nhà vui cửa thui,2,2,1.0
12417,Cả 7 đứa mà thay đồ mà không chốt cửa lại. Ở đó mà nói ko ẩu r than vãn. [NAME] cửa lại thì nó tự mở cũng ko mở dc. hên là con gái vô á. Chứ có ngày trai nó vô r khóc ai.,0,0,0.0
12418,[NAME] Mỹ phòng tui em có giống vậy ko nà,1,1,1.0
12419,[NAME]. Kỹ thuật hơn. Có chốt cửa. [NAME],1,1,1.0
12420,"[NAME] Mỹ giờ công nghệ tien tien chỉ cần khe hở chút xíu, mua cái camera là xong.😂😂😂😂",2,2,1.0
12421,Khánh Huyền a ơi có nên đăng cfs dụ kia luôn hơm nhỉ 😂😂😂,2,2,1.0
12422,[NAME]  kkkk có gì kể hết Đi e 😂,2,2,1.0
12423,Khánh Huyền thôi e ngại lắm 😒😒😒,1,1,1.0
12424,Đứa nào nện nhau trong phòng 2 cậu à,1,1,1.0
12425,[NAME] b nghĩ đen tối quá,1,1,1.0
12426,Kể nghe ké luôn đi my :v,1,1,1.0
12427,"Chỗ công cộng mà, kì quá hà 😂😂😂",2,2,1.0
12428,"yêu nhau , bạn thân chúng mình có dt hẹn nhau dưới sân trường dc mà , tiện thì mấy bụi dưới sân sạch lắm nha 😈",2,2,1.0
12429,"[NAME] qua phòng ngta ngủ ké, chơi ké lap ngta thì nên biết điều !",1,1,1.0
12430,Chơi ké cái khác nữa ko hay mỗi lap :v,1,1,0.0
12431,"hồi trước thì đỡ, giờ quản sinh cũng dễ tại năm nhất mới vô . Buổi tối thì k ai canh nên ktx giờ loạn hết cả lên :))",2,2,1.0
12432,Trang [NAME] mình có nên cho 1 cái phốt lên đây không.. :)),1,1,0.0
12433,[NAME]  có nên k nhỉ :))),2,2,1.0
12435,[NAME] dài dài đầy đủ chi tiết r hãy đưa.. :))),2,2,1.0
12437,Tại sao lại là t soạn.. 😂😂,2,2,1.0
12440,Bên mình có bán rọ mõm nhá bạn cần tư vấn cứ ib mình 🙂,1,1,1.0
12441,Mua vào ngày sinh nhật có được giảm giá không anh 🙂,1,1,1.0
12442,Có em anh cho phiếu thẻ thành viên giảm giá cho đơn hàng đâu tiên trong tháng sinh nhật nhé,1,1,1.0
12443,[NAME] mõm la gi dẹ anh tắn,1,1,1.0
12444,[NAME] [NAME] not tắn 😡 là cái bịt mõm chó cũng là dành cho mấy đứa nói nhiều như Tứn á,1,1,1.0
12445,[NAME] tắn ơi anh tĂn =))),1,1,1.0
12447,Bạn [NAME] chọc đi tui tán sml nhé,1,1,0.0
12448,Cuộc sống mà . Chấp nhận thôi 🙂,1,1,1.0
12449,"Khá khen cho câu ""cứ bô bô cái mỏ"" 😂😂😂",2,2,1.0
12450,Đã đọc mong ad thêm muối 😌,1,1,1.0
12451,Bêu tên lên cfs luôn chứ :)))),2,2,1.0
12452,mắc cái mền lên mà thay dc ko em,0,0,1.0
12453,Lấy cái xoong gõ vào đầu n bạn ơi :)) con người ý thức như  con ruồi :)),2,2,1.0
12459,[NAME] tao có vào có ý thức mà đúng ko mày,1,1,1.0
12460,Tạn [NAME] m lên ngủ mà có gì đâu,1,1,1.0
12461,[NAME] 😂😂😂 kì ghê tao ngủ thôi mà kk,2,2,1.0
12462,Tạn Biệt lần sau lên gỏ cửa nha,1,1,1.0
12463,[NAME] ok cứ để tao sẽ gõ cửa mà,2,2,1.0
12466,Thanh Lan [NAME] mốt qua phòng con Nguyễn Lâm Thùy DuyênDuyên nhớ sang lên nha =))))),1,1,1.0
12467,[NAME] hiểu tâm trạng của má k,1,1,1.0
12468,[NAME]  con hiểu con hiểu =)))),1,1,1.0
12469,Vương Thảo Trinh Hiền Mai đại học rồi ý thức đi :)))),2,2,1.0
12470,Khổ :))) ý thức lại như củ lone :)),2,2,1.0
12471,ý thức như cức con ruồi 🙂,1,1,1.0
12472,ý thức vậy là thua Mai rồi 🙂 mai còn hơn như vậy nữa 🙂 🙂 🙂,1,1,1.0
12473,buồn thì nhậu. :)))) Phải ko 🤣 [NAME],1,1,1.0
12474,Quan trọng là ai lo :)),2,2,1.0
12476,Chắc kh còn dám buồn nữa 🙂,0,0,1.0
12477,thì [NAME] lo vô Chin lo ra. như kế hoạch nhé :))))))))))))),2,2,1.0
12478,"Quốc Đô [NAME] chỉ có là thằng Alëx Onë, muốn hốt nó quăng xuống :v",1,1,1.0
12479,[NAME] kakaka,1,1,1.0
12481,[NAME] cho téc mồm dám làm ồn bố m ngủ k,1,1,1.0
12485,Alëx Onë mai m đừng lên cho anh dợ đi nhậu cn ko ktra đc,1,1,0.0
12486,mai t ko đi học. ko rảnh lên ngắm tụi mày già đâu 🙂,1,1,1.0
12487,[NAME] m phải k,1,1,1.0
12488,[NAME]  thì ktx m lên kím gái rồi nhìn lén à,1,1,1.0
12490,Tụi này càng ngày càng dỡ thạch ikerNguyễn Quốc HảiThành NamTấn Khánh,1,1,1.0
12491,[NAME].éo như mik hồi xưa,1,1,1.0
12492,Hồi trc t gõ cửa kêu đi ngủ k là cm hết,1,1,1.0
12493,:))) thằng đó mà vô p bảo ...,2,2,1.0
12494,Khổ nổi lúc ở trên đó thì đéo thấy đứa nào,1,1,1.0
12495,Thằng khánh thay đồ trc cửa phòng ko ak,1,1,1.0
12496,Đem ra ngoài hành lang thay lun chứ giữa phòng làm j,1,1,1.0
12497,[NAME] [NAME] :)) đứa nào phốt T Z,1,1,1.0
12500,Tửng Toàn Nguyễn Trần Anh Huy Chương Thanh Hoàng nhớ nhé 😂,2,2,1.0
12501,Minh Anh  Ngân Là Tui Đào Như Trúc  Thư Nguyễn Nhi Kẹo Quynh Anh Vu Cao Mỹ Trinh,1,1,1.0
12503,Thôi nào cu bé. Phòng sắm cái màn nữa để thay trong phòng nhé 😙😙 không vừa í thì nên để bạn của bạn về rồi mình nói thẳng với bạn cùng phòng . Chứ ai lại để bụng . Bụng sình lên đấy 😂😂,2,2,1.0
12505,"trời phật. 8năm đại học, bằng quãng thời gian của học bác sĩ rồi. thật ra tôi cũng là sinh viên khóa  2011 của trường DNTU, khu chưa tốt nghiệp tôi luôn nghĩ, học giỏi sẽ có rất nhìu cơ hội thăng tiến trong công việc. nhưng thực chất sau khi tốt nghiệp. cái bằng tốt nghiệp loại giỏi chưa 1 lần phát huy tác dụng. sau 3 năm tốt nghiệp mới thấm 1 điều: ""học hành giỏi k bằng giỏi kiếm  tiền"".",2,2,2.0
12508,Mà Anh học ngành gì vậy anh,1,1,1.0
12509,[NAME] thấy j chưa,1,1,1.0
12511,Tuan [NAME] a học bên thực phẩm e,1,1,1.0
12512,"Le Phi Nhuc Thật ra điểm của bạn trong quá trình học chỉ thể hiện 1 điều, đó là bạn nghiêm túc trong việc học tập của mình, nghiêm túc với chính tương lai của bản thân bạn. Rất quan trong nhé, nhân sự trong tập đoàn đa quốc gia họ đều căn cứ vào điều này. ""Sinh viên chưa tốt nghiệp làm tài cty đa quốc gia góp ý đến bạn""",0,0,0.0
12513,"Triệu Mẫn híc, ráng thêm 2 năm nữa cho bằng anh bằng em",1,1,1.0
12515,[NAME] đi gần rồi đấy con trai :v,1,1,1.0
12516,"4,5 năm đã chịu ko nổi r z mà a trai chơi lớn đến 8 năm khâm phục nghị lực của a",1,1,1.0
12517,Anh [NAME] học được tới 8 năm kìa tao k thèm học tư tưởng luôn 😂😂,2,2,1.0
12518,Ốiii con đường học vấn t còn dài 🤣🤣🤣🤣,1,1,1.0
12519,5 năm nữa còn kịp hahaha,1,1,1.0
12521,Anh [NAME] chơi nhanh hơn học chậm lại 😂,1,1,1.0
12522,Còn nhiều thời gian mà đúng ko Eric Nguyễn,1,1,1.0
12523,[NAME] mai đéo đi thi luoin =]]]],1,1,1.0
12524,Nam Hee đm nam đéo thi ra net chung đi tụi t thi xong tụi t ra 😂😂,2,2,1.0
12525,Đm ae sống chết có nhau nhaaa,0,0,1.0
12526,"[NAME] vãi đái 8 năm, xin cho tôi ra nhanh điii",1,1,1.0
12527,"Người ta học tám năm lựn, các bạn cứ cố nhên Dương Phượng [NAME]",1,1,1.0
12528,Móa học 8 năm 🙂 yêu thấy mến cô đến thế là cùng,2,2,1.0
12529,[NAME] cũng 6 năm chưa lấy dc ahiuhiu,1,1,1.0
12530,[NAME] mai mốt ráng viết dài hơn nha,1,1,1.0
12531,để t ráng 9 năm. viết cho dài. 6 năm viết ngắn lắm,1,1,1.0
12532,[NAME]  ngu mà còn kể nữa,0,0,1.0
12533,[NAME] thế m tính mấy năm,1,1,1.0
12534,Thiện Ps cac. có tiền nên học lâu 🙄,0,0,1.0
12535,[NAME] khi nào đuổi thì ra,0,0,1.0
12537,Thiện Ps khi. Nào đuổi thì ra vl thật,0,0,1.0
12538,[NAME] sv k rớt môn kh phải là sv 😂😂,2,2,1.0
12539,[NAME] sắp rớt rồi,0,0,1.0
12541,[NAME] đéo biết nữa,1,1,1.0
12542,Cố gắng nha mài Dương Hảo 😌,1,1,1.0
12543,[NAME] zị hả. Ai mà bét 🤣🤣🤣,1,1,1.0
12544,8 năm... quả là kì tích 😂,2,2,1.0
12545,tò mò về bạn này ghê😂,2,2,1.0
12546,Dành 8 năm thanh xuân dể vui cùng trường.. 😊😊,2,2,1.0
12547,Thầy [NAME] xây dựng lên cho m vãi [NAME]** à :)),2,2,1.0
12548,May quá. Mình đúng như quá trình. 4 năm hehe,2,2,1.0
12550,[NAME] học xong đi làm nghành cho rồi =)),1,1,1.0
12551,"[NAME] tag hết nhóm mình vào đi ""8 năm kìa""",1,1,1.0
12552,[NAME] yên tâm được 8 năm nha.:)),2,2,1.0
12553,Nguyệt Minh giống a m chưa,1,1,1.0
12554,Bên mình có câu lạc bộ Bắn [NAME] có bạn nào đam mê thì vào nhé,1,1,1.0
12555,[NAME] xin link ạ 😂😂,1,1,1.0
12559,Em với mọi người ơi 🙄,1,1,1.0
12562,[NAME] ạ có tham gia clb k,1,1,1.0
12564,"Trước tiên là so sánh trường mình với trường khác, sau đó là muốn vào câu lập bộ :V",1,1,1.0
12565,"Riêng mình đang lập team LIÊN QUÂN kéo rank các em gái mưa và chị gái nuôi nhé, ai cần cmt ạ 😝",1,1,1.0
12566,Câu lạc bộ liên quân nè em . Vào gánh team bạn vs chị :))),2,2,1.0
12567,Team [NAME] cần giao lưu,1,1,1.0
12569,[NAME]  hẹn một ngày thách đấu nhé bạn,1,1,1.0
12570,Mình gánh team bạn mà :)) hiến mạng cho đội bạn đó,2,2,1.0
12571,Ngân Anh nguy hiểm cho đội bạn,1,1,1.0
12572,[NAME] chưa ra trường được vào team ko bạn êi =))),1,1,1.0
12573,Ư ư chị ơi cho em dô với =)),1,1,1.0
12574,😞 gánh team bạn là tự nguyện hiến thân xác cho đội bạn đó huhu . Mình đánh cg tệ lắm,0,0,0.0
12575,[NAME]  ai vài team inbox mình nhé tối nào cũng tao đội solo hết !!!,1,1,1.0
12577,Clb đá phò em vô kh em ơi,1,1,1.0
12579,Có mà k mời thằng em gia nhập v 🙁,1,1,1.0
12582,Đá phò cơ đừng ai tin anh quyết hết,1,1,0.0
12584,Thách cái nè lại đá hộ cái đi chan,1,1,1.0
12585,Ra là dụ em ra sencha để đá đầu e,1,1,1.0
12587,[NAME] vô kh bạn ới kkk,2,2,1.0
12588,Cần lắm một clb bắn pubg mobile 🤣,1,1,1.0
12589,Thiết nghĩ nên cần có clb này :))),2,2,1.0
12590,Bữa mấy bạn nữ kêu lập mà thôi kkk,2,2,1.0
12591,Để em lập nhóm kkk cho ace dntu giao lưu,2,2,1.0
12592,Cần lắm 1 ng đứng ra lập clb và ttv hahha,1,1,1.0
12593,Hà Tuấn [NAME] m linh quá di đâu cũng gặp:(,1,1,1.0
12594,Đúng r lập group chat trên mess thôi em chứ nhóm là ở 1 tầm khác rồi hahha,1,1,1.0
12595,Có clb liên quân ko a. Cho e xin slot gánh team bạn :)),1,1,1.0
12596,:v lớn rồi k chơi liên quân ạ,1,1,1.0
12597,liên quân vs mình nà 😁 thách đấu cuối mùa nhé =))😆,2,2,1.0
12598,Sói Cô [NAME] 😂 ok ok bạn,2,2,1.0
12599,Nghia [NAME] t chớ hề hay biết trong trường có thách đấu. Tính ra trường nhiều nhân tài đang ẩn náu. Tìm dần đi,1,1,1.0
12600,[NAME] kích t.ngải đc r :))),2,2,1.0
12601,trong trường có 1 thằng mùa rồi top 30 nữa bạn nhé 🙈,1,1,1.0
12602,[NAME] đùa dc. Trường nhiều ẩn sĩ chưa kìa. [NAME],1,1,1.0
12604,[NAME]  kệ tui ... tui rank đồng dị ớ .. =)),1,1,1.0
12605,[NAME] là e lớn thêm 1 tuổi r đấy...,1,1,1.0
12606,[NAME] đang tuyển thêm thành Viên nè bạn..,1,1,1.0
12607,Có câu lạc bộ trai bao nè em  :))),2,2,1.0
12609,[NAME] free đây! Ai chơi vô nhé,1,1,1.0
12611,lập clb  leo rank đi :)),2,2,1.0
12613,"Có nhóm nhảy, clb âm nhạc nghệ thuật, clb võ thuật",1,1,1.0
12614,liên hệ lớp trưởng nha bạn 😃,1,1,1.0
12615,Đã là sv năm 2 nhưng chưa 1 lần thấy clb võ thuật,1,1,1.0
12616,Clb ảo thuật 1 thành viên =))),1,1,1.0
12617,Liên minh huyền thoại nha :)),2,2,1.0
12618,[NAME] con nay chuyen gia xa rac ne add oi :)0,1,1,1.0
12619,[NAME]  xinh có quyền nha e :)),2,2,1.0
12620,[NAME] hk phụ mak còn chụp hình :)),2,2,1.0
12621,Leo Charlie ngta gửi cho ad nha nha,1,1,1.0
12623,Đạt Nguyễn năm trước thầy dọn sân coi đá banh chứ đâu phải ảnh này đâu. Năm nay cả cô nữa cơ 😂😂,2,2,1.0
12624,[NAME] - [NAME]  năm trước cũng có cái hình như này..... thật luôn,1,1,1.0
12625,"[NAME], không biết bao nhiêu lần phải vứt rác hộ mấy đứa ""có não nhưng không biết dùng"" rồi nữa. Ăn đâu ỉa đó 😒",1,1,1.0
12626,[NAME]  uống nước xong để tại chỗ lần trc con dục cho 1 lần k hiểu nổi :)))))),2,2,1.0
12627,Ghế ngồi với rác...vứt ngổn ngang kín sân banh...để thầy cô và những bạn sinh viên chưa ra trường ngày hôm sau phải đi dọn dẹp lãnh hậu quả thế này đây...,1,1,1.0
12628,"Con chó có cái đuôi, con người phải có ý thức chứ 🙂",1,1,1.0
12629,con ng chứ phải con ... đâu mà cứ để nói hoài :)),2,2,1.0
12630,[NAME] bọn ra trường sớm ý thức nó hay thế =))),1,1,1.0
12631,[NAME] :))) mình còn thương thầy cô nên từ từ,2,2,1.0
12632,Ý thức tốt nó thế =))),2,2,1.0
12633,[NAME] 😂😂 ý thức học chưa tốt chứ gì,1,1,0.0
12634,Cái gì bọn ra trường 😡😡😡,1,1,1.0
12635,Đa số ng Trà sữa thì chỉ có thể là con ...,1,1,1.0
12636,Nể bạn chụp hình ghê 😂😂,2,2,1.0
12638,Con ngừoi chứ có phải con cằc đâu để nói hoài haha. [NAME],2,2,1.0
12639,Nayz bố m phải dọn đây đmmm,1,1,1.0
12640,Haha sáng nay mấy cái vỏ trà sữa đầy sân khởi nghiệp haha,2,2,1.0
12641,[NAME]  k chấp nhận dc nccc,1,1,1.0
12642,"Lưu ý: xe tới miền bắc xa nhất là ở thanh hóa,  nếu ở ngoài bắc vượt quá thanh hóa bạn sẽ xuống ở thanh hóa và trường sẽ hỗ trợ tiền thêm để bắt xe khác về tới chỗ bạn.
#ost",1,1,1.0
12643,Ninh Bình cạnh Thanh hóa thì sao hở ad =)))))),1,1,1.0
12645,"[NAME]  e xuống thanh hóa,  về ninh bình nhà trường hỗ trợ thêm tiền",1,1,1.0
12646,[NAME] câu tl như trên dsos e nhé,1,1,1.0
12647,Trường Phạm thật nha e,1,1,1.0
12649,[NAME] - [NAME] đắk lắk được đúng ko thầy,1,1,0.0
12650,Ai daklak cũng đc hỗ trợ tiền vé nhé 😋😋😋,1,1,1.0
12651,sao k cho ra tận hà nội ad nhỉ,1,1,1.0
12652,truong nói vay thoi chứ hoc o truong 4 năm ma chả có hộ trợ xu nao,1,1,1.0
12653,[NAME] ai nói bạn. [NAME]. Nào cũng hỗ trợ hết.  Năm ngoái cũng 100% đấy,1,1,1.0
12654,Tụi mình là dân của 3 năm trước rồi,1,1,1.0
12656,em vẫn đc hổ trợ vé free :))),2,2,1.0
12657,"bạn lười lên đăng ký thì sao nhận được hỗ trợ, hông lẽ trường tự dò ra xem địa chỉ ai ở xa mang vé đến tận răng đưa :))))",2,2,1.0
12658,Có xe về lâm đồng không ad.,1,1,1.0
12659,lâm đồng gần quá chế ơi 😁 k nhé 😜,2,2,1.0
12662,[NAME]  lâm đồng sát bên nên k hỗ trợ nhé 😜,1,1,1.0
12663,Tui k quen mấy người..đi ra chỗ khác cho tui nhờ,1,1,1.0
12664,"[NAME] ủa , chắc tui quen mấy ng à 😊 . tui là tui ghét mấy ng nắm nắm 😆",0,0,1.0
12666,[NAME]  tui ưa lắm hén 🙈,1,1,1.0
12667,"[NAME],,,, tưởng tui quan tâm chắc",1,1,1.0
12668,Có xe về hải phòng không vậy ad?,1,1,1.0
12670,[NAME] tưởng đâu trên 150km là hỗ trợ hết :)),2,2,1.0
12671,"Có nhé.  Xe xuống tới thanh hóa.  Nếu e về hải phòng nhà trường hỗ trợ tiền xe từ thanh hóa về hải phòng cho em
#ost",1,1,1.0
12672,[NAME] - [NAME] em cảm ơn ad nhé,2,2,1.0
12674,Như Lâm thấy cô cố vấn sương cũng đăng v á,1,1,1.0
12675,[NAME] thấy cô [NAME] ns j hết,1,1,1.0
12677,[NAME] [NAME]ương  S có đk hk,1,1,1.0
12679,Thông tin đăng trên đây về nhà trường đều là thật nha e.,1,1,1.0
12680,Vé tàu được tính không ad,1,1,1.0
12681,[NAME] phải hỏi máy bay mới đúng,1,1,1.0
12684,"Ai ở Đồng nai thì đi cỡ 3 vòng sẽ hơn 150km
vậy đc free rồi :v tau đùa thôi huhu",1,1,1.0
12685,Bom Bom xe chay5 k tới đâu )),1,1,1.0
12686,[NAME] quê ngoại mày ở đâu. [NAME] 2 slot đi =)))),1,1,1.0
12687,[NAME] ngoại t ngoài [NAME] 😂,2,2,1.0
12688,Trang Huỳnh uiiiiii cùng quê. [NAME] cùng điiiii,1,1,1.0
12690,Trang Huỳnh nhìn t giống ns đùa à,1,1,1.0
12691,Ngọc Lan ai biết đc m. [NAME] về hỉ. Về lạnh lắm đó ml,0,0,1.0
12692,Trong này nóng mà còn kẹt xe nữa,1,1,1.0
12693,😂😂😂 ngoài đấy lạnh lắm 😂. Về xong vô chịu nóng k đc đâu,1,1,1.0
12694,Đi k để bt đường đăng kí. Sắp hết hạn r,1,1,1.0
12695,Ngọc [NAME] m đi đi t k chịu đc lạnh. Lạnh là t ở dơ đó m 😉,0,0,1.0
12696,"Quê ở ngoài Bắc!!! Mà cắt hộ khẩu vô trong đây.
Buồn lắm😌",0,0,1.0
12697,Năm ni có mỗi môi Chelsea có vé về quê. Ông [NAME] qb hết được rồi nhé.,1,1,1.0
12698,[NAME] huệ Lan Thị Kiều Trần em nói các bạn ở xa nhớ đăng kí nhé,1,1,1.0
12699,Trang Nguyễn xe giường ngồi hay giường nằm v c???,1,1,1.0
12700,K. huệ này c k bk nè. [NAME] hỏi phòng qhdn hay phòng đoàn thử xem s nha e.,1,1,1.0
12702,Trang Nguyễn xe giường ngồi bạn ơi,1,1,1.0
12704,[NAME]☺ ve nhé,1,1,1.0
12705,góp tiền để e vào lại :[NAME],1,1,1.0
12706,[NAME] đã có nhà tài trợ 😂,2,2,1.0
12707,A nhật số con chó rồi hahaha [NAME],1,1,1.0
12708,phan đức tín tín nhiêu km :)))),2,2,1.0
12710,phan đức tín thôi dẹp đi :)),2,2,1.0
12711,Chấm cái cho đỡ trôi bài,1,1,1.0
12714,"Năm ngoái có mà, thông tin các bạn yếu quá nhé",1,1,1.0
12715,Thầy ơi có hỗ trợ vé máy bay cho em.về khống ạ,1,1,1.0
12717,Còn hay không là do bản thân mình cảm thấy đó bạn. Nếu chỉ vì ham vui ở trường này mà bỏ đi cơ hội trường khác thì cũng không hay cho lắm.,2,2,1.0
12719,[NAME] đại thôi mà kkk,2,2,1.0
12720,Nam Hoàng  mai mốt bế tắc kiếm anh cho lời khuyên nha haha,2,2,1.0
12721,Còn lâu cơ mà :)) mới vào năm nhất thì tận hưởng đi,1,1,1.0
12722,[NAME] gi la k thể....  Hãy học lai .Mình còn trẻ va đời còn dài... Chưa muộn đâu ng nhé,1,1,1.0
12723,"quay đầu là bờ nha e
.
.
.
bờ vực :3",2,2,1.0
12724,có [NAME] trong túi thì học tới già vẫn được nha,1,1,1.0
12725,"quay về còn kịp đó bạn😊😊,",1,1,1.0
12726,Buổi đầu tiên con trai trả bình thường. Để tạo thiện cảm với con gái. À mà nó dẫn theo 4 5 đứa bạn theo thì đéooooo nhé 🙂,1,1,1.0
12727,"mặc dù cfs trước mình ko đọc nhưng nghe ""buổi đầu hẹn hò trả tiền thì chứng tỏ đc bản thân"" thì cái lí do bullshit vãi loz.",1,1,1.0
12728,Anh cũng đéo đọc cfs trước nhưng mày phân tích đúng,1,1,1.0
12729,"nó muốn cua em nhưng muốn nó trả tiền thì nó lại không đồng ý. ù uôi thế sao em lại biết nó cua em. ù uôi tự dưng ù uôi nó cua em à. thế ai bảo nó cua em ấy hay là em tự nghĩ ra. nó muốn cua em nhưng muốn nó trả tiền thì nó lại không đồng ý. quê quê, nó quê à nha =))))",1,1,1.0
12730,Cũng đéo biết thằng kia có kua nó ko nữa,1,1,1.0
12732,quê quê nó quê à nha :)),2,2,1.0
12734,Là sao giải thích h nghe với 😂😂,2,2,1.0
12735,Nhớ lần đầu lên đại học có bạn nữ rủ đi coi phim. Bạn ấy chi tiền vé mk chi tiền bắp nước đến giờ vẫn áy náy vc 😔,1,1,1.0
12736,[NAME] ko mày ơi,1,1,1.0
12737,Buổi đầu tiên vẫn 50-50 dù là đi khách hay crush gì vẫn 50-50 cho sòng phẳng. Thân quen rồi thì ai trả cũng được.,1,1,1.0
12738,đi khách nó bào đến cái quần luốn đó chế kaka,1,1,1.0
12739,[NAME] :> nói zậy thoi chứ có ng thấy bình thường có ng thấy khó chịu khi dc bao. [NAME] đôi lúc đi có ng đòi trả là chế thấy ko thoải mái. Cho nên cứ 50-50,1,1,0.0
12740,"buồn cười nhỉ , thằng này nó nt dặn vậy chứng tỏ nó có tán tỉnh gì nhỏ này đâu mà ảo tưởng , ngộ nhận quá 🤣🤣",0,0,1.0
12741,[NAME] bạn t phán chuẩn cơm mẹ nấu chúng m ạ,1,1,1.0
12742,👍👍 bày đặt hẹn hò lần đầu 🤣🤣 ảo tưởng vl,1,1,1.0
12743,Muốn tán gái thì nên đi làm có tiền rồi hãy tán . Còn không nhà phải giàu vào . Để phục vụ cái mỏ của các bạn ấy . [NAME] sv nghèo thì lo mà học đi yêu với đương để rồi làm trò hề cho nhau .,1,1,1.0
12744,[NAME] tao phi dao m giờ này.  [NAME] quơ đũa cả nắm.  [NAME] hăm,1,1,1.0
12746,[NAME] k phải coan nào cũng thế nha chưa,1,1,1.0
12747,[NAME] đọc bài này thấy sao. Tui là sòng phẳng nhất cái hệ này. Chẳng con nào như tui. [NAME],1,1,1.0
12748,[NAME] Mỹ ngta đang nói con trai.  Tui có giống z đâu mà tag zo 😡😡😡,1,1,1.0
12749,Nói con gái nữa mà. Ý tui nói tui á,1,1,1.0
12750,muốn có cơ hội chở gái đi ăn rồi trả tiền mà không có. cuộc sống mà. kẻ có người không.,1,1,1.0
12751,"ngay câu đầu đã thấy vơ đũa cả nắm rồi , càng đọc càng thấy nham và thấy k biết cai quái gì mà nói phán như 1 vị thần",1,1,1.0
12752,[NAME] thề các bác . Cái bn mà đăng bài này. Có khi đg đọc cmt của các bác cmt cẩn thận. Thêm 1 cái nữa giờ 🤣🤣,1,1,1.0
12753,"Xem ra chủ thớt này đi dép... À nhầm, đi guốc trong bụng những người đã cmt ở cfs trước. Xem ra là rất hiểu lòng người 😃",1,1,1.0
12754,"Bạn nào đi ăn mình mời, khỏi tính khỏi share thì bài này mất hiệu lực :))",2,2,1.0
12755,":))) đ* thích để con gái trả tiền, nếu là ny rồi thì lâu lâu kẹt quá mới share",1,1,1.0
12757,Mời a đi ăn liền :)))),2,2,1.0
12758,Thiên An :))) a thích đi khi nào thì đi thôi,2,2,1.0
